"game_id","team_id","team_name","team_abbreviation","team_city","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","stl","blk","to","pf","pts","plus_minus","game_date","seasongame","off_rating","def_rating","net_rating","ast_pct","ast_tov","ast_ratio","oreb_pct","dreb_pct","reb_pct","tm_tov_pct","efg_pct","ts_pct","usg_pct","pace","pie"
21500427,1610612764,"Wizards","WAS","Washington","240:00",37.6153846153846,83.4615384615385,0.452461538461538,8.73076923076923,24.1153846153846,0.362230769230769,18,23.6538461538462,0.760307692307692,8.73076923076923,31.6153846153846,40.3461538461538,23.0384615384615,8.80769230769231,3.61538461538462,15,19.7692307692308,101.961538461538,-3.53846153846154,2015-12-23,27,101.503846153846,104.607692307692,-3.1,0.612769230769231,1.67692307692308,17.3961538461538,0.199769230769231,0.770346153846154,0.477423076923077,0.1535,0.505653846153846,0.544923076923077,0.199,100.780769230769,0.480423076923077
21500428,1610612742,"Mavericks","DAL","Dallas","265:00",36.8214285714286,83.9285714285714,0.440642857142857,9.03571428571429,27.6071428571429,0.330607142857143,17.9642857142857,22.7857142857143,0.788714285714286,8.82142857142857,35.4642857142857,44.2857142857143,21.5714285714286,7.07142857142857,3.67857142857143,13.1785714285714,19.75,100.642857142857,0.142857142857143,2015-12-23,29,102.1,101.253571428571,0.842857142857143,0.587428571428571,1.73642857142857,16.7,0.197571428571429,0.783285714285714,0.494714285714286,0.136714285714286,0.494928571428571,0.537321428571429,0.199357142857143,98.6035714285714,0.514964285714286
21500428,1610612751,"Nets","BKN","Brooklyn","265:00",38.0714285714286,85.5357142857143,0.445571428571429,5.07142857142857,16.3214285714286,0.305357142857143,14.7857142857143,19.1785714285714,0.767464285714286,10.75,33.5357142857143,44.2857142857143,21.1428571428571,8.03571428571429,4.07142857142857,14.8571428571429,18.5357142857143,96,-6.60714285714286,2015-12-23,29,97.5714285714286,104.146428571429,-6.57142857142857,0.557857142857143,1.5125,16.1964285714286,0.24,0.783178571428571,0.504392857142857,0.154535714285714,0.4755,0.511214285714286,0.199285714285714,98.19,0.462321428571429
21500429,1610612737,"Hawks","ATL","Atlanta","240:00",37.7,82.2666666666667,0.459833333333333,9,26.1333333333333,0.345866666666667,16.8,21.0333333333333,0.799833333333333,8.23333333333333,32.0666666666667,40.3,25,9.3,5.4,14.2,18.3333333333333,101.2,1.3,2015-12-23,31,103.243333333333,101.02,2.22,0.661866666666667,1.75533333333333,18.9933333333333,0.189366666666667,0.747,0.4705,0.1497,0.514933333333333,0.554033333333333,0.199066666666667,98.4366666666667,0.515166666666667
21500429,1610612765,"Pistons","DET","Detroit","240:00",37.9655172413793,88.8620689655172,0.428896551724138,8.72413793103448,26.1034482758621,0.334103448275862,16.7931034482759,25.4137931034483,0.668448275862069,13.5862068965517,34,47.5862068965517,18.3448275862069,8.17241379310345,3.44827586206897,13.6206896551724,19.1034482758621,101.448275862069,1.72413793103448,2015-12-23,30,100.81724137931,99.9965517241379,0.824137931034483,0.485586206896552,1.40241379310345,13.7827586206897,0.278172413793103,0.775620689655172,0.516206896551724,0.141620689655172,0.478379310344828,0.508310344827586,0.198896551724138,97.75,0.487275862068966
21500430,1610612749,"Bucks","MIL","Milwaukee","240:00",36.7931034482759,81.7586206896552,0.449965517241379,6.06896551724138,17.4137931034483,0.350586206896552,16.3793103448276,21.1724137931034,0.772344827586207,9.86206896551724,30.2758620689655,40.1379310344828,23.2758620689655,7.75862068965517,5.10344827586207,14.6206896551724,23.1034482758621,96.0344827586207,-6.06896551724138,2015-12-23,30,99.7068965517241,105.572413793103,-5.86206896551724,0.633758620689655,1.62689655172414,17.9206896551724,0.231137931034483,0.719344827586207,0.473034482758621,0.157275862068966,0.487448275862069,0.527689655172414,0.199,95.91,0.470344827586207
21500430,1610612755,"76ers","PHI","Philadelphia","240:00",33.6666666666667,80.7,0.4183,8.43333333333333,26.4333333333333,0.316033333333333,15.3666666666667,22.2333333333333,0.696366666666667,9.63333333333333,32.0333333333333,41.6666666666667,18.6,7.73333333333333,6.3,17.6333333333333,21.4333333333333,91.1333333333333,-13.2666666666667,2015-12-23,31,91.77,105.386666666667,-13.62,0.5547,1.08733333333333,14.5033333333333,0.2142,0.7589,0.4781,0.1865,0.4709,0.5051,0.1982,99.398,0.399733333333333
21500431,1610612750,"Timberwolves","MIN","Minnesota","240:00",37.1071428571429,82.7857142857143,0.449178571428571,5.32142857142857,16.4285714285714,0.320357142857143,22.3928571428571,27.6071428571429,0.822892857142857,10.0357142857143,34.1428571428571,44.1785714285714,21.2857142857143,7.07142857142857,4.89285714285714,14.3214285714286,22.7142857142857,101.928571428571,-1.35714285714286,2015-12-23,29,102.214285714286,103.525,-1.325,0.574,1.53357142857143,16.1714285714286,0.236964285714286,0.776964285714286,0.511035714285714,0.149678571428571,0.481321428571429,0.538321428571429,0.198785714285714,98.4578571428571,0.505607142857143
21500431,1610612759,"Spurs","SAS","San Antonio","240:00",40,82.6206896551724,0.485206896551724,7.13793103448276,19.1034482758621,0.376344827586207,15.0344827586207,19.1724137931034,0.782758620689655,9.27586206896552,36.8620689655172,46.1379310344828,25.2758620689655,8.24137931034483,5.75862068965517,13.448275862069,17.3448275862069,102.172413793103,13.2068965517241,2015-12-23,30,106.972413793103,92.7862068965517,14.1758620689655,0.632758620689655,2.07206896551724,19.3655172413793,0.229862068965517,0.810034482758621,0.537689655172414,0.144689655172414,0.528793103448276,0.562172413793103,0.199034482758621,95.7689655172414,0.59851724137931
21500432,1610612740,"Pelicans","NOP","New Orleans","240:00",37.4814814814815,84.1851851851852,0.445777777777778,8.7037037037037,24.5925925925926,0.351222222222222,18.6296296296296,23.4814814814815,0.796111111111111,8.62962962962963,32.7777777777778,41.4074074074074,21.1481481481481,7.33333333333333,5.07407407407407,13.5185185185185,22.0740740740741,102.296296296296,-5.92592592592593,2015-12-23,28,102.588888888889,108.948148148148,-6.36666666666667,0.564444444444444,1.65481481481481,16.2703703703704,0.194037037037037,0.774777777777778,0.478888888888889,0.139,0.49762962962963,0.541814814814815,0.199259259259259,99.1951851851852,0.459
21500432,1610612757,"Trail Blazers","POR","Portland","240:00",37.6333333333333,84.3333333333333,0.447966666666667,9.76666666666667,27.4,0.353766666666667,16.4,22.2666666666667,0.739733333333333,11.4666666666667,34,45.4666666666667,20.7333333333333,6.16666666666667,3.93333333333333,15.2666666666667,22.4,101.433333333333,-1.26666666666667,2015-12-23,31,103.363333333333,105.22,-1.86,0.551966666666667,1.45666666666667,15.8466666666667,0.261766666666667,0.7757,0.518633333333333,0.159366666666667,0.506166666666667,0.540666666666667,0.199166666666667,97.426,0.471833333333333
21500433,1610612743,"Nuggets","DEN","Denver","240:00",36.5,84.25,0.435071428571429,8.25,23.8928571428571,0.344607142857143,17.75,23.4285714285714,0.768,11.5,32.8571428571429,44.3571428571429,22.1785714285714,7.28571428571429,4.82142857142857,14.3571428571429,20.6071428571429,99,-4.67857142857143,2015-12-23,29,101.103571428571,105.707142857143,-4.60714285714286,0.605035714285714,1.70214285714286,16.7535714285714,0.260535714285714,0.774821428571429,0.512464285714286,0.153678571428571,0.484428571428571,0.524857142857143,0.198607142857143,97.7903571428571,0.465785714285714
21500433,1610612756,"Suns","PHX","Phoenix","240:00",38.8333333333333,86.1333333333333,0.451766666666667,9.63333333333333,25.7,0.374233333333333,16.6,22.0333333333333,0.7535,10.4666666666667,33.1,43.5666666666667,20.6666666666667,9.06666666666667,4.06666666666667,16.2666666666667,21.2,103.9,-1.33333333333333,2015-12-23,31,101.486666666667,103.666666666667,-2.17333333333333,0.531433333333333,1.29933333333333,15.4233333333333,0.239,0.7724,0.5015,0.1663,0.507766666666667,0.543166666666667,0.1985,101.562666666667,0.490633333333333
21500434,1610612744,"Warriors","GSW","Golden State","240:00",42.4444444444444,86.962962962963,0.489962962962963,13.037037037037,30.7407407407407,0.42462962962963,18.037037037037,24.0740740740741,0.750111111111111,11.2222222222222,35.9259259259259,47.1481481481481,28.8518518518519,8.48148148148148,6.55555555555556,15.7037037037037,21.2592592592593,115.962962962963,13.3703703703704,2015-12-23,28,113.455555555556,98.137037037037,15.3148148148148,0.679666666666667,1.93925925925926,20.1888888888889,0.264148148148148,0.754666666666667,0.52462962962963,0.156296296296296,0.566,0.596703703703704,0.19937037037037,102.297777777778,0.584592592592593
21500434,1610612762,"Jazz","UTA","Utah","240:00",35.7692307692308,81.1923076923077,0.441923076923077,7.76923076923077,21.3461538461538,0.360307692307692,18.1538461538462,24.3846153846154,0.744192307692308,11.2692307692308,31.1923076923077,42.4615384615385,18.1153846153846,8.26923076923077,4.69230769230769,13.8076923076923,21.9615384615385,97.4615384615385,0.461538461538462,2015-12-23,27,102.384615384615,103.092307692308,-0.688461538461539,0.506307692307692,1.32346153846154,14.4730769230769,0.262346153846154,0.765961538461538,0.512153846153846,0.152692307692308,0.490076923076923,0.531730769230769,0.198576923076923,93.9365384615385,0.501269230769231
21500435,1610612747,"Lakers","LAL","Los Angeles","240:00",35.4285714285714,85.4642857142857,0.415464285714286,8.14285714285714,25.5714285714286,0.320714285714286,18.0714285714286,23.5,0.761785714285714,10.5,32.3928571428571,42.8928571428571,18.3571428571429,7.39285714285714,4.57142857142857,13.8214285714286,20.9642857142857,97.0714285714286,-10.1071428571429,2015-12-23,29,97.3214285714286,108.939285714286,-11.6285714285714,0.521535714285714,1.33821428571429,14.25,0.226785714285714,0.727857142857143,0.473428571428571,0.144928571428571,0.462928571428571,0.506928571428571,0.198857142857143,98.7635714285714,0.425035714285714
21500435,1610612760,"Thunder","OKC","Oklahoma City","240:00",39.9642857142857,84.6428571428571,0.472964285714286,7.64285714285714,21.3571428571429,0.356392857142857,19.8214285714286,25.0714285714286,0.798178571428571,12.25,35.5,47.75,21.2857142857143,7.53571428571429,6.5,15.5714285714286,20.4642857142857,107.392857142857,7.85714285714286,2015-12-23,29,108.078571428571,99.2285714285714,8.85357142857143,0.531357142857143,1.42035714285714,15.9928571428571,0.293214285714286,0.762964285714286,0.542464285714286,0.15975,0.518428571428571,0.5625,0.199357142857143,98.7367857142857,0.558214285714286
21500436,1610612740,"Pelicans","NOP","New Orleans","265:00",37.6071428571429,84.2142857142857,0.447071428571429,8.85714285714286,24.8214285714286,0.353642857142857,18.6785714285714,23.4642857142857,0.79875,8.60714285714286,33.0714285714286,41.6785714285714,21.3571428571429,7.25,5.17857142857143,13.4285714285714,21.8928571428571,102.75,-4.78571428571429,2015-12-25,29,103.110714285714,108.314285714286,-5.21071428571429,0.567821428571429,1.68321428571429,16.4142857142857,0.193607142857143,0.770357142857143,0.478142857142857,0.138035714285714,0.499821428571429,0.544035714285714,0.199285714285714,99.1467857142857,0.466964285714286
21500436,1610612748,"Heat","MIA","Miami","265:00",36.5555555555556,78.6296296296296,0.466407407407407,6.33333333333333,19.5555555555556,0.325037037037037,17.1851851851852,23.5555555555556,0.736037037037037,8.74074074074074,33.9259259259259,42.6666666666667,19.5555555555556,6.62962962962963,7.11111111111111,13.2222222222222,17.5185185185185,96.6296296296296,1.77777777777778,2015-12-25,28,102.67037037037,98.6333333333333,4.06666666666667,0.535259259259259,1.54962962962963,15.8962962962963,0.208037037037037,0.780074074074074,0.504037037037037,0.14737037037037,0.507037037037037,0.544407407407407,0.198592592592593,95.2711111111111,0.53562962962963
21500437,1610612741,"Bulls","CHI","Chicago","240:00",37.7692307692308,89,0.425346153846154,7.88461538461539,22.1538461538462,0.354,16.9615384615385,22.3076923076923,0.744923076923077,11.2307692307692,37.7692307692308,49,22.6923076923077,6.57692307692308,6.11538461538461,13.6923076923077,19.1538461538462,100.384615384615,0.846153846153846,2015-12-25,27,98.4730769230769,97.8769230769231,0.607692307692308,0.603192307692308,1.70538461538462,16.6923076923077,0.234346153846154,0.757461538461538,0.503346153846154,0.140615384615385,0.470115384615385,0.508961538461538,0.198730769230769,99.5357692307692,0.511653846153846
21500437,1610612760,"Thunder","OKC","Oklahoma City","240:00",40.3448275862069,85,0.475172413793103,7.55172413793103,21.2758620689655,0.353172413793103,19.5862068965517,24.7931034482759,0.797034482758621,12.4827586206897,35.7241379310345,48.2068965517241,21.3448275862069,7.51724137931035,6.72413793103448,15.551724137931,20.3448275862069,107.827586206897,8.79310344827586,2015-12-25,30,108.468965517241,98.7758620689655,9.69655172413793,0.528586206896552,1.41793103448276,15.9965517241379,0.298689655172414,0.76348275862069,0.545655172413793,0.160068965517241,0.519965517241379,0.563275862068966,0.199275862068966,98.7658620689655,0.564137931034483
21500438,1610612739,"Cavaliers","CLE","Cleveland","240:00",37.6153846153846,82.7307692307692,0.456653846153846,9.80769230769231,27.1538461538462,0.361461538461538,16.3846153846154,22.3461538461538,0.735961538461538,10.3846153846154,34.5384615384615,44.9230769230769,22.9615384615385,6.57692307692308,3.84615384615385,13.8846153846154,20.2692307692308,101.423076923077,6.26923076923077,2015-12-25,27,105.196153846154,98.8846153846154,6.31923076923077,0.605153846153846,1.69461538461538,17.55,0.249153846153846,0.794269230769231,0.526461538461538,0.149653846153846,0.516192307692308,0.549653846153846,0.198692307692308,95.4323076923077,0.539807692307692
21500438,1610612744,"Warriors","GSW","Golden State","240:00",42.3214285714286,86.8214285714286,0.48925,12.8928571428571,30.4642857142857,0.423428571428571,17.9642857142857,23.7857142857143,0.759035714285714,11.1428571428571,35.75,46.8928571428571,28.75,8.53571428571429,6.64285714285714,15.6785714285714,20.8928571428571,115.5,13.5357142857143,2015-12-25,29,113.192857142857,97.8571428571429,15.3357142857143,0.679214285714286,1.92821428571429,20.1714285714286,0.263392857142857,0.753464285714286,0.52375,0.156607142857143,0.5645,0.595821428571429,0.199321428571429,102.058571428571,0.587178571428571
21500439,1610612745,"Rockets","HOU","Houston","240:00",36.3666666666667,83.4,0.4366,10.5,31.3,0.336,20.8666666666667,29.2666666666667,0.7094,11.5333333333333,32.0333333333333,43.5666666666667,21.3,10.2333333333333,5.46666666666667,16.2,22,104.1,-1.46666666666667,2015-12-25,31,102.61,104.733333333333,-2.13666666666667,0.5877,1.39066666666667,15.7966666666667,0.2522,0.735033333333333,0.489633333333333,0.165266666666667,0.499633333333333,0.541566666666667,0.198766666666667,100.270666666667,0.476566666666667
21500439,1610612759,"Spurs","SAS","San Antonio","240:00",40.1333333333333,82.6,0.486933333333333,7.23333333333333,19.2666666666667,0.3777,14.8666666666667,19,0.780466666666667,9.43333333333333,36.7333333333333,46.1666666666667,25.2333333333333,8.2,5.86666666666667,13.5,17.2333333333333,102.366666666667,13.6,2015-12-25,31,107.356666666667,92.8033333333333,14.5433333333333,0.629833333333333,2.05,19.34,0.2348,0.809866666666667,0.539866666666667,0.146066666666667,0.5311,0.563866666666667,0.198933333333333,95.5793333333333,0.600566666666667
21500440,1610612746,"Clippers","LAC","Los Angeles","240:00",37.5172413793103,82.3103448275862,0.456344827586207,8.06896551724138,23.6551724137931,0.342724137931034,19.3103448275862,28.551724137931,0.686793103448276,9.68965517241379,32.8620689655172,42.551724137931,22.7586206896552,7.17241379310345,5.3448275862069,13,21.6206896551724,102.413793103448,1.24137931034483,2015-12-25,30,103.848275862069,101.834482758621,2.02758620689655,0.609896551724138,1.81241379310345,17.3172413793103,0.213206896551724,0.737586206896552,0.474620689655172,0.136655172413793,0.505379310344828,0.540655172413793,0.199206896551724,98.6841379310345,0.515689655172414
21500440,1610612747,"Lakers","LAL","Los Angeles","240:00",35.3103448275862,85.5862068965517,0.413551724137931,8.10344827586207,25.551724137931,0.319310344827586,17.9310344827586,23.448275862069,0.757448275862069,10.551724137931,32.0689655172414,42.6206896551724,18.3793103448276,7.3448275862069,4.58620689655172,13.6896551724138,20.8620689655172,96.6551724137931,-10.9655172413793,2015-12-25,30,96.9344827586207,109.3,-12.3758620689655,0.524034482758621,1.34655172413793,14.2655172413793,0.226620689655172,0.721655172413793,0.469689655172414,0.144137931034483,0.460724137931035,0.504310344827586,0.198758620689655,98.791724137931,0.419689655172414
21500441,1610612749,"Bucks","MIL","Milwaukee","240:00",37.2666666666667,81.8666666666667,0.454966666666667,6.03333333333333,17.2333333333333,0.3528,16.0333333333333,20.7333333333333,0.7716,9.7,30.2333333333333,39.9333333333333,23.6333333333333,7.96666666666667,5.33333333333333,14.6666666666667,23.0666666666667,96.6,-5.43333333333333,2015-12-26,31,100.166666666667,105.266666666667,-5.09333333333333,0.634866666666667,1.64366666666667,18.14,0.2285,0.718366666666667,0.472366666666667,0.1574,0.492166666666667,0.531366666666667,0.199033333333333,96.101,0.474666666666667
21500441,1610612761,"Raptors","TOR","Toronto","240:00",35.4333333333333,81.0333333333333,0.439266666666667,7.96666666666667,22.9,0.342,20.9,26.3,0.794566666666667,10.2,33.7,43.9,17.6333333333333,8.76666666666667,4.46666666666667,13.1,19.6,99.7333333333333,3.16666666666667,2015-12-26,31,103.543333333333,100.326666666667,3.21,0.497133333333333,1.48533333333333,14.13,0.2397,0.7808,0.513766666666667,0.1457,0.4884,0.540266666666667,0.198133333333333,96.0533333333333,0.519333333333333
21500442,1610612737,"Hawks","ATL","Atlanta","240:00",37.8709677419355,82.4838709677419,0.46058064516129,8.90322580645161,25.9354838709677,0.344387096774194,16.741935483871,21,0.798225806451613,8.29032258064516,32.0645161290323,40.3548387096774,25,9.25806451612903,5.35483870967742,14.1612903225806,18.5483870967742,101.387096774194,1.48387096774194,2015-12-26,32,103.270967741935,100.848387096774,2.41935483870968,0.659258064516129,1.75258064516129,18.9645161290323,0.190774193548387,0.745838709677419,0.470709677419355,0.14958064516129,0.515,0.553806451612903,0.198967741935484,98.6051612903226,0.516741935483871
21500442,1610612752,"Knicks","NYK","New York","240:00",36.1,83.7666666666667,0.431866666666667,7.36666666666667,22.1,0.333,18.3333333333333,22.6333333333333,0.813966666666667,10.6666666666667,33.5,44.1666666666667,20.1333333333333,6.23333333333333,5.56666666666667,13.3666666666667,21.3,97.9,-1.06666666666667,2015-12-26,31,100.72,102.336666666667,-1.62333333333333,0.559433333333333,1.509,15.6833333333333,0.2435,0.7463,0.5001,0.144966666666667,0.476266666666667,0.523,0.198466666666667,96.7093333333333,0.495766666666667
21500443,1610612763,"Grizzlies","MEM","Memphis","240:00",35.258064516129,81.5483870967742,0.434129032258064,5.41935483870968,17.3225806451613,0.305709677419355,20.0645161290323,24.7096774193548,0.811258064516129,9.70967741935484,30.9354838709677,40.6451612903226,20.6774193548387,8.87096774193548,4.16129032258065,13.0645161290323,21.2258064516129,96,-3.83870967741935,2015-12-26,32,99.7161290322581,103.448387096774,-3.73548387096774,0.588548387096774,1.63838709677419,16.2290322580645,0.221032258064516,0.767064516129032,0.485064516129032,0.142290322580645,0.467548387096774,0.521032258064516,0.198645161290323,96.5548387096774,0.481096774193548
21500443,1610612766,"Hornets","CHA","Charlotte","240:00",36.8571428571429,84.2857142857143,0.437642857142857,10.1428571428571,28.8928571428571,0.3495,18.0714285714286,23.4642857142857,0.784892857142857,8.85714285714286,35.1071428571429,43.9642857142857,21.5714285714286,7.10714285714286,5.67857142857143,12.25,18.3928571428571,101.928571428571,2.71428571428571,2015-12-26,29,103.207142857143,99.625,3.58928571428571,0.589928571428571,1.83107142857143,16.65,0.193642857142857,0.803928571428571,0.493642857142857,0.130892857142857,0.498107142857143,0.539428571428571,0.198571428571429,98.395,0.511464285714286
21500444,1610612748,"Heat","MIA","Miami","240:00",36.5,78.9642857142857,0.463964285714286,6.32142857142857,19.7857142857143,0.321678571428571,17.2142857142857,23.6785714285714,0.733571428571429,8.82142857142857,34.3571428571429,43.1785714285714,19.5357142857143,6.75,7.03571428571429,13.3571428571429,17.4285714285714,96.5357142857143,1.92857142857143,2015-12-26,29,102.142857142857,98.0535714285714,4.12142857142857,0.535535714285714,1.53214285714286,15.825,0.208607142857143,0.783214285714286,0.506,0.148107142857143,0.504357142857143,0.541785714285714,0.198571428571429,95.325,0.536285714285714
21500444,1610612753,"Magic","ORL","Orlando","240:00",39.1034482758621,86.8965517241379,0.451862068965517,7.86206896551724,22.0344827586207,0.351724137931034,14.8965517241379,19.3448275862069,0.767206896551724,10.8620689655172,33.5862068965517,44.448275862069,22.3448275862069,8.68965517241379,5.27586206896552,14.1034482758621,21.2413793103448,100.965517241379,2.37931034482759,2015-12-26,30,101.810344827586,99.8379310344828,1.97586206896552,0.572068965517241,1.62275862068966,16.8586206896552,0.237448275862069,0.770655172413793,0.502862068965517,0.14851724137931,0.497655172413793,0.531379310344828,0.198758620689655,97.641724137931,0.507206896551724
21500445,1610612740,"Pelicans","NOP","New Orleans","240:00",37.551724137931,84.4137931034483,0.445448275862069,8.75862068965517,24.6551724137931,0.351793103448276,18.3793103448276,23.0344827586207,0.802551724137931,8.55172413793103,33.2413793103448,41.7931034482759,21.2758620689655,7.3448275862069,5.10344827586207,13.551724137931,21.8275862068966,102.241379310345,-4.82758620689655,2015-12-26,30,102.396551724138,107.610344827586,-5.22413793103448,0.566448275862069,1.65965517241379,16.3413793103448,0.19148275862069,0.770551724137931,0.476862068965517,0.139413793103448,0.49751724137931,0.541275862068965,0.199172413793103,99.0651724137931,0.466241379310345
21500445,1610612745,"Rockets","HOU","Houston","240:00",36.2258064516129,83.0967741935484,0.436451612903226,10.3870967741935,30.7741935483871,0.340225806451613,20.741935483871,29.1612903225806,0.707612903225806,11.4193548387097,32.0967741935484,43.5161290322581,21.3548387096774,10.1612903225806,5.35483870967742,16.2258064516129,21.8387096774194,103.58064516129,-1.29032258064516,2015-12-26,32,102.306451612903,104.222580645161,-1.92903225806452,0.591935483870968,1.38935483870968,15.8774193548387,0.250354838709677,0.734161290322581,0.489064516129032,0.165741935483871,0.499,0.540709677419355,0.198806451612903,100.083870967742,0.477548387096774
21500446,1610612738,"Celtics","BOS","Boston","240:00",38.551724137931,88.551724137931,0.436310344827586,9.37931034482759,27.8965517241379,0.337,16.8620689655172,21.551724137931,0.781068965517241,11.2413793103448,32.9310344827586,44.1724137931034,24.4827586206897,9.86206896551724,4.79310344827586,15.1724137931034,22,103.344827586207,4.20689655172414,2015-12-26,30,101.1,97.8206896551724,3.27241379310345,0.633241379310345,1.71413793103448,17.6379310344828,0.245172413793103,0.755689655172414,0.493241379310345,0.151689655172414,0.489413793103448,0.528551724137931,0.199344827586207,101.12275862069,0.520689655172414
21500446,1610612765,"Pistons","DET","Detroit","240:00",37.9666666666667,88.8666666666667,0.428833333333333,8.66666666666667,25.9333333333333,0.334066666666667,16.8,25.6666666666667,0.663333333333333,13.5666666666667,33.9666666666667,47.5333333333333,18.3333333333333,8.13333333333333,3.63333333333333,13.6333333333333,19.1333333333333,101.4,1.43333333333333,2015-12-26,31,100.646666666667,100.133333333333,0.516666666666666,0.4852,1.39866666666667,13.7666666666667,0.278533333333333,0.775333333333333,0.516433333333333,0.141366666666667,0.477966666666667,0.507466666666667,0.198933333333333,97.947,0.485566666666667
21500447,1610612751,"Nets","BKN","Brooklyn","240:00",38.5172413793103,86.0689655172414,0.447620689655172,5.24137931034483,16.4137931034483,0.312965517241379,14.4827586206897,19,0.755793103448276,10.8965517241379,33.3448275862069,44.2413793103448,21.5172413793103,8.06896551724138,4.06896551724138,14.7241379310345,18.4827586206897,96.7586206896552,-6.41379310344828,2015-12-26,30,98.151724137931,104.593103448276,-6.43793103448276,0.560241379310345,1.56068965517241,16.3724137931034,0.24348275862069,0.785413793103448,0.506241379310345,0.152896551724138,0.478206896551724,0.512586206896552,0.199310344827586,98.0013793103448,0.463862068965517
21500447,1610612764,"Wizards","WAS","Washington","240:00",37.5925925925926,83.4074074074074,0.452407407407407,8.81481481481481,24.1481481481481,0.365111111111111,17.8888888888889,23.4814814814815,0.76137037037037,8.85185185185185,31.6296296296296,40.4814814814815,23.1481481481481,8.59259259259259,3.55555555555556,14.962962962963,19.8888888888889,101.888888888889,-3.07407407407407,2015-12-26,28,101.67037037037,104.474074074074,-2.8,0.616111111111111,1.67518518518519,17.4777777777778,0.203222222222222,0.773,0.48037037037037,0.154111111111111,0.506111111111111,0.545222222222222,0.198888888888889,100.463703703704,0.481666666666667
21500448,1610612750,"Timberwolves","MIN","Minnesota","240:00",36.8620689655172,82.4137931034483,0.448068965517241,5.24137931034483,16.2068965517241,0.319655172413793,22.3103448275862,27.5172413793103,0.822103448275862,9.96551724137931,33.7586206896552,43.7241379310345,21.2068965517241,7,4.79310344827586,14.2758620689655,22.5172413793103,101.275862068966,-2.17241379310345,2015-12-26,30,101.906896551724,104.041379310345,-2.14827586206897,0.576034482758621,1.52758620689655,16.1793103448276,0.23551724137931,0.771620689655172,0.507103448275862,0.149931034482759,0.479827586206897,0.537,0.198758620689655,98.1689655172414,0.499896551724138
21500448,1610612754,"Pacers","IND","Indiana","240:00",37.7857142857143,85.3571428571429,0.44275,9.17857142857143,24.6071428571429,0.367464285714286,17.9642857142857,24,0.743821428571429,10.5,33.4285714285714,43.9285714285714,20.2142857142857,8.92857142857143,4.03571428571429,14.4285714285714,18.9642857142857,102.714285714286,3.60714285714286,2015-12-26,29,102.510714285714,99.4821428571429,3.02142857142857,0.533357142857143,1.50071428571429,15.375,0.23,0.756178571428571,0.490892857142857,0.146607142857143,0.496214285714286,0.535464285714286,0.1995,99.5228571428571,0.521428571428571
21500449,1610612741,"Bulls","CHI","Chicago","240:00",37.8518518518519,89.1111111111111,0.425703703703704,7.85185185185185,22,0.355296296296296,17,22.2222222222222,0.750666666666667,11.4074074074074,37.7407407407407,49.1481481481481,22.6666666666667,6.62962962962963,6.11111111111111,13.7777777777778,19.1481481481481,100.555555555556,1.14814814814815,2015-12-26,28,98.6851851851852,97.7333333333333,0.962962962962963,0.601222222222222,1.69333333333333,16.662962962963,0.238555555555556,0.754333333333333,0.504148148148148,0.141296296296296,0.470222222222222,0.509407407407407,0.198777777777778,99.607037037037,0.513481481481482
21500449,1610612742,"Mavericks","DAL","Dallas","240:00",37.1034482758621,83.8620689655172,0.444379310344828,9.27586206896552,27.8275862068966,0.335448275862069,17.7931034482759,22.5172413793103,0.791413793103448,8.68965517241379,35.2413793103448,43.9310344827586,21.7586206896552,6.93103448275862,3.68965517241379,13.3103448275862,19.6896551724138,101.275862068966,0.172413793103448,2015-12-26,30,102.61724137931,101.706896551724,0.906896551724138,0.587862068965517,1.72827586206897,16.8206896551724,0.196,0.779,0.492896551724138,0.138103448275862,0.500137931034483,0.541965517241379,0.199310344827586,98.4006896551724,0.514206896551724
21500450,1610612743,"Nuggets","DEN","Denver","240:00",36.6896551724138,84.4827586206897,0.436,8.44827586206897,24.2758620689655,0.34651724137931,17.3448275862069,23.0689655172414,0.757448275862069,11.551724137931,33,44.551724137931,22.3103448275862,7.24137931034483,4.89655172413793,14.448275862069,20.5862068965517,99.1724137931034,-4.24137931034483,2015-12-26,30,101.179310344828,105.424137931034,-4.24827586206897,0.60551724137931,1.69620689655172,16.8172413793103,0.261103448275862,0.774137931034483,0.512758620689655,0.154206896551724,0.486275862068966,0.525310344827586,0.198655172413793,97.8527586206897,0.46851724137931
21500450,1610612759,"Spurs","SAS","San Antonio","240:00",40,82.7741935483871,0.48441935483871,7.16129032258065,19.2903225806452,0.37358064516129,14.6129032258065,18.6451612903226,0.783516129032258,9.58064516129032,36.6129032258064,46.1935483870968,25.1935483870968,8.29032258064516,5.80645161290323,13.5483870967742,17.3225806451613,101.774193548387,13.0322580645161,2015-12-26,32,106.761290322581,92.8161290322581,13.9354838709677,0.631032258064516,2.02935483870968,19.3,0.236645161290323,0.809709677419355,0.539483870967742,0.147161290322581,0.528096774193548,0.560483870967742,0.198838709677419,95.5438709677419,0.597096774193548
